localarea,businesstype,lat,lon
Fairview,Parking Area / Garage,49.2630832973428,-123.126135200561
Oakridge,Parking Area / Garage,49.2253310848015,-123.112342390543
Downtown,Brokerage Services,49.2812115648857,-123.116921846041
Grandview-Woodland,Wholesale Dealer - Food,49.2773770418642,-123.07674984137
Mount Pleasant,Warehouse Operator - Food,49.2659581734055,-123.111762468557
Hastings-Sunrise,Wholesale Dealer - Non-Food,49.2689162123229,-123.025329678531
Sunset,Wholesale Dealer - Non-Food,49.2104285481582,-123.083373666865
Downtown,Information Communication Technology,49.2855733472828,-123.112846584406
Mount Pleasant,Architectural and Engineering Services,49.2649357366539,-123.105057978015
West End,Architectural and Engineering Services,49.2899484858578,-123.130300416539
Downtown,Architectural and Engineering Services,49.2866321702408,-123.112189281814
Downtown,Architectural and Engineering Services,49.2865812989245,-123.122816935146
Downtown,Architectural and Engineering Services,49.2837321709141,-123.110029006403
Downtown,Architectural and Engineering Services,49.2841798534684,-123.10655252797
Downtown,Architectural and Engineering Services,49.2840832173454,-123.106005896093
Downtown,Architectural and Engineering Services,49.2789639460617,-123.122056018925
Downtown,Architectural and Engineering Services,49.2853593925229,-123.114569797322
Mount Pleasant,Architectural and Engineering Services,49.2634845153524,-123.103189096856
Mount Pleasant,Architectural and Engineering Services,49.2675879466245,-123.102187494399
Downtown,Architectural and Engineering Services,49.2866526135765,-123.113252488858
Mount Pleasant,Architectural and Engineering Services,49.2650624977495,-123.112592487062
Downtown,Architectural and Engineering Services,49.2833417298521,-123.10460125958
Downtown,Architectural and Engineering Services,49.2828810986083,-123.10453864412
Downtown,Architectural and Engineering Services,49.2777550069668,-123.129713977561
Downtown,Architectural and Engineering Services,49.2863311263477,-123.123373199272
Downtown,Business Support Services,49.2868820081552,-123.119617816817
Downtown,Business Support Services,49.2890672424663,-123.126664234923
Fairview,Business Support Services,49.2637053952125,-123.127285041796
Downtown,Business Support Services,49.2852447964792,-123.121463646921
Downtown,Business Support Services,49.2803098063228,-123.122835857511
Downtown,Business Support Services,49.2834005265727,-123.117751286267
Downtown,Business Support Services,49.2829892070213,-123.121818219523
Downtown,Business Support Services,49.2877342016388,-123.118192793095
Downtown,Business Support Services,49.2861823119564,-123.115890648751
Downtown,Business Support Services,49.2873631465545,-123.118872275499
Downtown,Business Support Services,49.2848045499607,-123.115619724804
Downtown,Business Support Services,49.2834005265727,-123.117751286267
Fairview,Business Support Services,49.2648651525099,-123.135583198646
Downtown,Business Support Services,49.2870270555211,-123.121522823224
Mount Pleasant,Business Support Services,49.2632715688712,-123.107106530703
Kitsilano,Business Support Services,49.2707158378751,-123.165630617853
Kensington-Cedar Cottage,Business Support Services,49.2620090229057,-123.070152221079
Kitsilano,Business Support Services,49.270929865845,-123.146783549831
Downtown,Business Support Services,49.2810181072163,-123.117832317953
Downtown,Business Support Services,49.2863311263477,-123.123373199272
West Point Grey,Business Support Services,49.2641151667578,-123.186514537831
Fairview,Business Support Services,49.2695243181893,-123.144883068408
Downtown,Business Support Services,49.2865514070226,-123.120915798954
Downtown,Business Support Services,49.2897103038362,-123.116072975671
West End,Business Support Services,49.285363731864,-123.123280223733
Kitsilano,Business Support Services,49.2683806919895,-123.151937949383
Downtown,Business Support Services,49.2842801539326,-123.107083095743
Downtown,Business Support Services,49.2827194846033,-123.112403346739
Downtown,Business Support Services,49.2841798534684,-123.10655252797
Fairview,Business Support Services,49.2639056948328,-123.139952816225
Downtown,Business Support Services,49.2751484139772,-123.120702300081
Downtown,Business Support Services,49.2866321702408,-123.112189281814
Sunset,Business Support Services,49.2099164250964,-123.082652283167
Downtown,Business Support Services,49.2868596547397,-123.114848088901
Downtown,Business Support Services,49.2833549453905,-123.122070609985
Fairview,Business Support Services,49.2636846508241,-123.118042512175
Downtown,Business Support Services,49.2822434350563,-123.119500778402
Downtown,Business Support Services,49.2877342016388,-123.118192793095
Renfrew-Collingwood,Business Support Services,49.2326670344327,-123.02419552672
Downtown,Business Support Services,49.2882663241622,-123.119960607253
Downtown,Business Support Services,49.2878273304586,-123.112430882112
Downtown,Business Support Services,49.2861823119564,-123.115890648751
Mount Pleasant,Business Support Services,49.2640485337055,-123.106567246677
Fairview,Business Support Services,49.2649293901233,-123.136406149832
Renfrew-Collingwood,Business Support Services,49.2516500709318,-123.056182495776
Downtown,Business Support Services,49.2872235032218,-123.116060633524
Fairview,Business Support Services,49.2685777207713,-123.14209161693
Mount Pleasant,Business Support Services,49.2626632573961,-123.102385346084
Downtown,Business Support Services,49.2855733472828,-123.112846584406
Strathcona,Business Support Services,49.2737669456772,-123.097968780581
Downtown,Business Support Services,49.2822434350563,-123.119500778402
West End,Business Support Services,49.2845352944803,-123.122008869142
Downtown,Business Support Services,49.2800408534638,-123.124913915747
Downtown,Business Support Services,49.2770551706644,-123.125040050903
Downtown,Business Support Services,49.2787403485956,-123.126385825518
Fairview,Business Support Services,49.2651062561256,-123.142821214231
Downtown,Business Support Services,49.2851488345572,-123.118546068157
Sunset,Business Support Services,49.2104516134394,-123.10624386788
Marpole,Business Support Services,49.2039954491368,-123.133618556976
Downtown,Business Support Services,49.2836865871596,-123.111926364132
Downtown,Business Support Services,49.2848030762725,-123.110025930257
Sunset,Business Support Services,49.2092271994365,-123.087888555539
Downtown,Business Support Services,49.2811407735649,-123.11573273237
Downtown,Business Support Services,49.274924913341,-123.123213733035
Downtown,Business Support Services,49.2836865871596,-123.111926364132
Downtown,Business Support Services,49.2799917538749,-123.123326449381
Fairview,Business Support Services,49.262959520475,-123.118604400903
Downtown,Business Support Services,49.278494391972,-123.108040158954
Strathcona,Business Support Services,49.2671068816064,-123.092145633578
West End,Business Support Services,49.2797042382855,-123.129591896776
Downtown,Business Support Services,49.2882253834632,-123.126344928205
Mount Pleasant,Business Support Services,49.2677636044544,-123.11184176341
Fairview,Business Support Services,49.2636168801002,-123.121360055711
West End,Business Support Services,49.285363731864,-123.123280223733
Fairview,Business Support Services,49.2637106519185,-123.127803379894
Downtown,Business Support Services,49.2750076198637,-123.121996984635
Renfrew-Collingwood,Business Support Services,49.2606031412959,-123.042424835637
Grandview-Woodland,Business Support Services,49.2815112299003,-123.067522895079
Downtown,Business Support Services,49.2872691122216,-123.114160847462
Downtown,Business Support Services,49.2865812989245,-123.122816935146
Downtown,Business Support Services,49.2873037125159,-123.121897123509
West End,Business Support Services,49.2861554000034,-123.125682236504
Downtown,Business Support Services,49.2848552664601,-123.113970055105
Downtown,Business Support Services,49.2865812989245,-123.122816935146
Downtown,Business Support Services,49.2818433477786,-123.118522373666
Strathcona,Business Support Services,49.2717948879071,-123.096414610395
Fairview,Business Support Services,49.264883796272,-123.125225144108
Kitsilano,Business Support Services,49.270929865845,-123.146783549831
Fairview,Business Support Services,49.263299881263,-123.140260520016
Fairview,Business Support Services,49.2638663729166,-123.126104236733
West End,Business Support Services,49.2861554000034,-123.125682236504
Downtown,Business Support Services,49.2787450783424,-123.117417586324
Downtown,Business Support Services,49.2852447964792,-123.121463646921
West End,Business Support Services,49.2899484858578,-123.130300416539
Downtown,Business Support Services,49.2855464375985,-123.116807527791
Fairview,Business Support Services,49.2633399440451,-123.142328982218
Downtown,Business Support Services,49.2818316993831,-123.117897724969
West End,Business Support Services,49.285363731864,-123.123280223733
Strathcona,Business Support Services,49.2699871455603,-123.095880311818
Downtown,Business Support Services,49.2845874945126,-123.114183298753
Renfrew-Collingwood,Business Support Services,49.2326670344327,-123.02419552672
Downtown,Business Support Services,49.2786587178055,-123.124537914966
Downtown,Business Support Services,49.2873631465545,-123.118872275499
Fairview,Business Support Services,49.2658460627118,-123.144077891897
Downtown,Business Support Services,49.2846829470474,-123.111888756655
Downtown,Business Support Services,49.2877342016388,-123.118192793095
Downtown,Business Support Services,49.2836865871596,-123.111926364132
Downtown,Business Support Services,49.2875182283394,-123.11723844762
Downtown,Business Support Services,49.2862337084847,-123.115919426108
Downtown,Business Support Services,49.2851802454623,-123.115148173257
Strathcona,Business Support Services,49.2813275835791,-123.083454873773
Downtown,Business Support Services,49.278619601892,-123.113778697658
Strathcona,Business Support Services,49.266417519696,-123.084369126086
Kitsilano,Business Support Services,49.2643659571041,-123.170580074148
Downtown,Business Support Services,49.2790694578082,-123.114572880139
Fairview,Business Support Services,49.2639090363195,-123.140164494182
Downtown,Business Support Services,49.2873631465545,-123.118872275499
Downtown,Business Support Services,49.2744164281392,-123.12395861892
West End,Business Support Services,49.2899484858578,-123.130300416539
Downtown,Business Support Services,49.2829892070213,-123.121818219523
Downtown,Business Support Services,49.2806690556621,-123.118406842206
Downtown,Business Support Services,49.2836918603251,-123.113921723141
Downtown,Business Support Services,49.2814635430598,-123.108180167369
Downtown,Business Support Services,49.2760867503332,-123.119287202894
Downtown,Business Support Services,49.2888486263507,-123.121979852972
Downtown,Business Support Services,49.2872691122216,-123.114160847462
Downtown,Business Support Services,49.2875327599986,-123.124283657741
West End,Business Support Services,49.2848518559734,-123.122490354875
Downtown,Business Support Services,49.2870270555211,-123.121522823224
West End,Business Support Services,49.2845352944803,-123.122008869142
Downtown,Business Support Services,49.2858641494082,-123.122189505874
Fairview,Business Support Services,49.2630832973428,-123.126135200561
Downtown,Business Support Services,49.2848045499607,-123.115619724804
Downtown,Business Support Services,49.2853593925229,-123.114569797322
Mount Pleasant,Business Support Services,49.2654770189644,-123.113140651817
Downtown,Business Support Services,49.2888486263507,-123.121979852972
Downtown,Business Support Services,49.2801175077101,-123.12653676373
Strathcona,Business Support Services,49.2818567146548,-123.099186335777
Downtown,Business Support Services,49.2865812989245,-123.122816935146
Downtown,Business Support Services,49.2851966342089,-123.116271513516
Downtown,Business Support Services,49.2858641494082,-123.122189505874
Downtown,Business Support Services,49.2878273304586,-123.112430882112
Grandview-Woodland,Business Support Services,49.2782771173275,-123.075645705349
Downtown,Business Support Services,49.2843253122431,-123.116383207944
Downtown,Business Support Services,49.2825792367453,-123.108827464211
Mount Pleasant,Business Support Services,49.2680684351031,-123.107083415321
Downtown,Business Support Services,49.2882253834632,-123.126344928205
Downtown,Business Support Services,49.2851966342089,-123.116271513516
Downtown,Business Support Services,49.2865570713147,-123.118959746657
Riley Park,Business Support Services,49.2508828920465,-123.09928883195
Downtown,Business Support Services,49.2853233162751,-123.112460294123
Downtown,Business Support Services,49.282594480169,-123.102961461185
Downtown,Business Support Services,49.2873037125159,-123.121897123509
Downtown,Business Support Services,49.2865570713147,-123.118959746657
Downtown,Business Support Services,49.2850670237956,-123.119358394194
Downtown,Business Support Services,49.2845427546149,-123.118347310136
Downtown,Business Support Services,49.2850670237956,-123.119358394194
Downtown,Business Support Services,49.2841798534684,-123.10655252797
Downtown,Business Support Services,49.2836865871596,-123.111926364132
Downtown,Business Support Services,49.2846829470474,-123.111888756655
Mount Pleasant,Business Support Services,49.257634791875,-123.100839250673
Downtown,Business Support Services,49.2850670237956,-123.119358394194
Downtown,Business Support Services,49.2780751563864,-123.122279674613
Downtown,Business Support Services,49.2843253122431,-123.116383207944
Downtown,Business Support Services,49.2872235032218,-123.116060633524
Mount Pleasant,Business Support Services,49.2671072239483,-123.104083379821
Killarney,Business Support Services,49.2063861067936,-123.031758253124
Mount Pleasant,Business Support Services,49.2670735493458,-123.102123930896
Mount Pleasant,Business Support Services,49.2659648641609,-123.112274495242
Downtown,Business Support Services,49.2843522951602,-123.115947356659
West End,Business Support Services,49.2848518559734,-123.122490354875
Downtown,Business Support Services,49.2803274194002,-123.11888800491
Downtown,Business Support Services,49.2843522951602,-123.115947356659
Mount Pleasant,Business Support Services,49.2668648739251,-123.101301655186
Fairview,Business Support Services,49.2673747996032,-123.142648009943
Downtown,Business Support Services,49.2750076198637,-123.121996984635
Mount Pleasant,Business Support Services,49.2689023316463,-123.102970354734
Fairview,Business Support Services,49.2636846508241,-123.118042512175
Fairview,Business Support Services,49.2695109220857,-123.144201764296
Downtown,Business Support Services,49.2852447964792,-123.121463646921
Downtown,Business Support Services,49.2832147694177,-123.116533481387
Mount Pleasant,Business Support Services,49.2630477964643,-123.098152928552
Mount Pleasant,Business Support Services,49.2641103178004,-123.11016797126
Fairview,Business Support Services,49.2643799617555,-123.115686257669
West End,Business Support Services,49.2900918441786,-123.131710661615
Downtown,Business Support Services,49.2808478135442,-123.113836181482
Mount Pleasant,Business Support Services,49.2662134404944,-123.104305356489
Downtown,Business Support Services,49.2865570713147,-123.118959746657
Kerrisdale,Business Support Services,49.2321361164042,-123.154689377334
Downtown,Business Support Services,49.2817766307885,-123.116710488292
Downtown,Business Support Services,49.2817766307885,-123.116710488292
Downtown,Business Support Services,49.2838690672845,-123.113123090414
Downtown,Business Support Services,49.2853593925229,-123.114569797322
Renfrew-Collingwood,Business Support Services,49.2400602940298,-123.053405121688
Kerrisdale,Business Support Services,49.2343940417364,-123.161769649937
Downtown,Business Support Services,49.2905929739467,-123.123886061607
Downtown,Business Support Services,49.2851802454623,-123.115148173257
Marpole,Business Support Services,49.2163723639405,-123.11751824405
Sunset,Business Support Services,49.2270575853197,-123.090310512
Marpole,Business Support Services,49.2039954491368,-123.133618556976
Downtown,Business Support Services,49.2848045499607,-123.115619724804
Downtown,Business Support Services,49.2762718935976,-123.121150522564
Downtown,Business Support Services,49.2837724104188,-123.114768826392
West End,Business Support Services,49.2853876476896,-123.124465550389
Downtown,Business Support Services,49.2819153321785,-123.108413374474
Downtown,Business Support Services,49.2871584076905,-123.124651413125
Downtown,Business Support Services,49.2829892070213,-123.121818219523
Dunbar-Southlands,Business Support Services,49.2344572836182,-123.183598245488
Downtown,Business Support Services,49.2100109097238,-123.115976004173
Downtown,Business Support Services,49.2886940359827,-123.12512576791
Downtown,Business Support Services,49.2796423590941,-123.125742184995
West End,Business Support Services,49.2866402537813,-123.125263375086
Fairview,Business Support Services,49.2648651525099,-123.135583198646
Downtown,Business Support Services,49.2789639460617,-123.122056018925
Downtown,Business Support Services,49.2888486263507,-123.121979852972
Downtown,Business Support Services,49.2850842079267,-123.11754746904
West End,Business Support Services,49.2845352944803,-123.122008869142
Kensington-Cedar Cottage,Business Support Services,49.2620090229057,-123.070152221079
Downtown,Business Support Services,49.2813440738251,-123.114604369962
Downtown,Business Support Services,49.2876127777596,-123.119720092905
Downtown,Business Support Services,49.2832171350201,-123.110084785774
Mount Pleasant,Business Support Services,49.2695134910749,-123.103314362225
Downtown,Business Support Services,49.2863311263477,-123.123373199272
Downtown,Business Support Services,49.2849906153494,-123.114979424767
Fairview,Business Support Services,49.2637536676147,-123.130705566878
Downtown,Business Support Services,49.2836865871596,-123.111926364132
Downtown,Business Support Services,49.2836918603251,-123.113921723141
Fairview,Business Support Services,49.2636846508241,-123.118042512175
Downtown,Business Support Services,49.2875327599986,-123.124283657741
Downtown,Business Support Services,49.2862923238722,-123.114898832202
Downtown,Business Support Services,49.2836841369494,-123.119650025722
Downtown,Business Support Services,49.2800327234036,-123.109689283192
Sunset,Consulting and Management Services,49.2198435562636,-123.099417464197
Downtown,Consulting and Management Services,49.2810836198967,-123.125113318281
Downtown,Consulting and Management Services,49.2853593925229,-123.114569797322
Kitsilano,Consulting and Management Services,49.2640249662308,-123.146636877346
Sunset,Consulting and Management Services,49.2303849340241,-123.090238820778
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
West End,Consulting and Management Services,49.2866402537813,-123.125263375086
Downtown,Consulting and Management Services,49.2842309792976,-123.11799800626
Downtown,Consulting and Management Services,49.2842309792976,-123.11799800626
Downtown,Consulting and Management Services,49.2865514070226,-123.120915798954
Downtown,Consulting and Management Services,49.2812115648857,-123.116921846041
Renfrew-Collingwood,Consulting and Management Services,49.2340009712445,-123.034875489449
Downtown,Consulting and Management Services,49.2837724104188,-123.114768826392
Downtown,Consulting and Management Services,49.283419005557,-123.115277310954
Marpole,Consulting and Management Services,49.2039954491368,-123.133618556976
Fairview,Consulting and Management Services,49.2648651525099,-123.135583198646
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
Mount Pleasant,Consulting and Management Services,49.2631626838417,-123.101432854785
Riley Park,Consulting and Management Services,49.2453748567595,-123.095788447647
Downtown,Consulting and Management Services,49.2853233162751,-123.112460294123
Sunset,Consulting and Management Services,49.2242759551699,-123.091200331148
Fairview,Consulting and Management Services,49.2636846508241,-123.118042512175
Downtown,Consulting and Management Services,49.2827194846033,-123.112403346739
Downtown,Consulting and Management Services,49.2871584076905,-123.124651413125
Fairview,Consulting and Management Services,49.2638663729166,-123.126104236733
Downtown,Consulting and Management Services,49.2845874945126,-123.114183298753
Fairview,Consulting and Management Services,49.2638663729166,-123.126104236733
Downtown,Consulting and Management Services,49.2870343267511,-123.115620015702
Hastings-Sunrise,Consulting and Management Services,49.2661600321006,-123.025401062895
Downtown,Consulting and Management Services,49.2837321709141,-123.110029006403
Downtown,Consulting and Management Services,49.2866321702408,-123.112189281814
Downtown,Consulting and Management Services,49.2875327599986,-123.124283657741
Fairview,Consulting and Management Services,49.2636846508241,-123.118042512175
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
Downtown,Consulting and Management Services,49.2839824189482,-123.105433984455
Downtown,Consulting and Management Services,49.2853233162751,-123.112460294123
Kitsilano,Consulting and Management Services,49.263426870986,-123.14790315211
Downtown,Consulting and Management Services,49.2845874945126,-123.114183298753
Downtown,Consulting and Management Services,49.2848045499607,-123.115619724804
Downtown,Consulting and Management Services,49.2839824189482,-123.105433984455
Downtown,Consulting and Management Services,49.2853593925229,-123.114569797322
Downtown,Consulting and Management Services,49.2813440738251,-123.114604369962
Fairview,Consulting and Management Services,49.2648651525099,-123.135583198646
Downtown,Consulting and Management Services,49.2811407735649,-123.11573273237
Kitsilano,Consulting and Management Services,49.262481598486,-123.146059152692
Downtown,Consulting and Management Services,49.2836841369494,-123.119650025722
Mount Pleasant,Consulting and Management Services,49.2621713336893,-123.090364552263
Strathcona,Consulting and Management Services,49.278804451147,-123.099407551865
Downtown,Consulting and Management Services,49.2833549453905,-123.122070609985
West End,Consulting and Management Services,49.2845352944803,-123.122008869142
Hastings-Sunrise,Consulting and Management Services,49.2698982645175,-123.02461376193
Mount Pleasant,Consulting and Management Services,49.2662134404944,-123.104305356489
Downtown,Consulting and Management Services,49.2863311263477,-123.123373199272
Oakridge,Consulting and Management Services,49.2334215652665,-123.127612255096
Downtown,Consulting and Management Services,49.2837724104188,-123.114768826392
Downtown,Consulting and Management Services,49.2755430466569,-123.120093418192
Mount Pleasant,Consulting and Management Services,49.2633739430575,-123.113979566997
Downtown,Consulting and Management Services,49.2862337084847,-123.115919426108
Dunbar-Southlands,Consulting and Management Services,49.2344572836182,-123.183598245488
Fairview,Consulting and Management Services,49.2638663729166,-123.126104236733
Downtown,Consulting and Management Services,49.2872691122216,-123.114160847462
Downtown,Consulting and Management Services,49.2846829470474,-123.111888756655
Fairview,Consulting and Management Services,49.2629292228399,-123.116555459207
Downtown,Consulting and Management Services,49.2868820081552,-123.119617816817
Downtown,Consulting and Management Services,49.2853593925229,-123.114569797322
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
Fairview,Consulting and Management Services,49.2636846508241,-123.118042512175
Downtown,Consulting and Management Services,49.2837878343129,-123.109212229073
Downtown,Consulting and Management Services,49.2762718935976,-123.121150522564
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
Downtown,Consulting and Management Services,49.2787373080588,-123.115019195069
Fairview,Consulting and Management Services,49.2636846508241,-123.118042512175
Downtown,Consulting and Management Services,49.2799917538749,-123.123326449381
Fairview,Consulting and Management Services,49.2638663729166,-123.126104236733
Fairview,Consulting and Management Services,49.2636846508241,-123.118042512175
Downtown,Consulting and Management Services,49.2848648439924,-123.117864048567
Kitsilano,Consulting and Management Services,49.2635294973264,-123.154117930265
Downtown,Consulting and Management Services,49.2806751596638,-123.122279791872
Strathcona,Consulting and Management Services,49.2827020458429,-123.087931570673
Downtown,Consulting and Management Services,49.2877342016388,-123.118192793095
Downtown,Consulting and Management Services,49.2762718935976,-123.121150522564
Mount Pleasant,Consulting and Management Services,49.2658856003131,-123.107525096137
Downtown,Consulting and Management Services,49.2850000003813,-123.112795003917
Downtown,Consulting and Management Services,49.2839824189482,-123.105433984455
Kitsilano,Consulting and Management Services,49.2683348104006,-123.149848673244
Arbutus-Ridge,Consulting and Management Services,49.2349442447209,-123.161962771047
Renfrew-Collingwood,Consulting and Management Services,49.2606031412959,-123.042424835637
Killarney,Consulting and Management Services,49.2314325226326,-123.028251705021
Downtown,Consulting and Management Services,49.2873037125159,-123.121897123509
Downtown,Consulting and Management Services,49.2850842079267,-123.11754746904
Strathcona,Consulting and Management Services,49.266417519696,-123.084369126086
Downtown,Consulting and Management Services,49.2787403485956,-123.126385825518
Downtown,Consulting and Management Services,49.2834005265727,-123.117751286267
Fairview,Consulting and Management Services,49.269449297,-123.141420842526
Downtown,Consulting and Management Services,49.2842309792976,-123.11799800626
Downtown,Consulting and Management Services,49.2877342016388,-123.118192793095
Downtown,Consulting and Management Services,49.2811407735649,-123.11573273237
Downtown,Consulting and Management Services,49.2818316993831,-123.117897724969
Kitsilano,Consulting and Management Services,49.2635294973264,-123.154117930265
Downtown,Consulting and Management Services,49.2877342016388,-123.118192793095
Renfrew-Collingwood,Consulting and Management Services,49.2357753702681,-123.038968313998
Downtown,Consulting and Management Services,49.2836865871596,-123.111926364132
Downtown,Consulting and Management Services,49.2873254172494,-123.122747455888
Downtown,Consulting and Management Services,49.2846829470474,-123.111888756655
Downtown,Consulting and Management Services,49.2850842079267,-123.11754746904
Fairview,Consulting and Management Services,49.2571924740432,-123.139226325057
Strathcona,Consulting and Management Services,49.2831843813803,-123.086722450429
Downtown,Consulting and Management Services,49.2845427546149,-123.118347310136
Downtown,Consulting and Management Services,49.2839824189482,-123.105433984455
Downtown,Consulting and Management Services,49.2875182283394,-123.11723844762
Downtown,Consulting and Management Services,49.2877342016388,-123.118192793095
West End,Consulting and Management Services,49.2845352944803,-123.122008869142
Downtown,Consulting and Management Services,49.2829892070213,-123.121818219523
Downtown,Consulting and Management Services,49.2810836198967,-123.125113318281
Downtown,Consulting and Management Services,49.2803098063228,-123.122835857511
Fairview,Tourism Services,49.2637239611926,-123.128762653801
Kitsilano,Tourism Services,49.2640249662308,-123.146636877346
Marpole,Tourism Services,49.2039954491368,-123.133618556976
Downtown,Tourism Services,49.284669320783,-123.109274169174
Fairview,Tourism Services,49.263789572122,-123.122237018287
Kitsilano,Tourism Services,49.2683348104006,-123.149848673244
Downtown,Tourism Services,49.2834005265727,-123.117751286267
Downtown,Tourism Services,49.2865570713147,-123.118959746657
Downtown,Tourism Services,49.2787403485956,-123.126385825518
Downtown,Tourism Services,49.2845958641155,-123.117446081131
Downtown,Tourism Services,49.2762718935976,-123.121150522564
Downtown,Tourism Services,49.2850670237956,-123.119358394194
Sunset,Tourism Services,49.2187109995772,-123.101514222994
West End,Architectural and Engineering Services,49.2899484858578,-123.130300416539
Kitsilano,Architectural and Engineering Services,49.2687681832991,-123.178866393376
Downtown,Architectural and Engineering Services,49.2876129603256,-123.122081850721
Downtown,Architectural and Engineering Services,49.2760867503332,-123.119287202894
Mount Pleasant,Architectural and Engineering Services,49.2650624977495,-123.112592487062
Fairview,Architectural and Engineering Services,49.2645966437777,-123.129812464478
Kitsilano,Architectural and Engineering Services,49.270422345251,-123.146934204314
Downtown,Architectural and Engineering Services,49.2853593925229,-123.114569797322
West End,Architectural and Engineering Services,49.2887312347577,-123.129658996552
Fairview,Architectural and Engineering Services,49.263970218012,-123.133218152193
Kitsilano,Architectural and Engineering Services,49.2593824052684,-123.173112308675
Downtown,Architectural and Engineering Services,49.2766297368584,-123.114538756358
Mount Pleasant,Architectural and Engineering Services,49.2645412252798,-123.112445082972
Mount Pleasant,Architectural and Engineering Services,49.2636537960398,-123.112415549769
Fairview,Architectural and Engineering Services,49.2673588693306,-123.141278771902
Downtown,Architectural and Engineering Services,49.2759583520546,-123.121635047215
Downtown,Architectural and Engineering Services,49.2868596547397,-123.114848088901
Downtown,Architectural and Engineering Services,49.2861303368945,-123.11972958074
Marpole,Architectural and Engineering Services,49.2056001142086,-123.146664924482
Fairview,Architectural and Engineering Services,49.2639323674541,-123.141898291105
Downtown,Architectural and Engineering Services,49.2766297368584,-123.114538756358
Fairview,Architectural and Engineering Services,49.2647757562914,-123.140722932309
Kitsilano,Architectural and Engineering Services,49.270416327917,-123.146366867705
West End,Architectural and Engineering Services,49.2848518559734,-123.122490354875
Renfrew-Collingwood,Architectural and Engineering Services,49.2377982213229,-123.0318022093
Marpole,Architectural and Engineering Services,49.2056001142086,-123.146664924482
Downtown,Architectural and Engineering Services,49.2848045499607,-123.115619724804
Fairview,Architectural and Engineering Services,49.2649734935878,-123.13751409121
Mount Pleasant,Architectural and Engineering Services,49.2640018852132,-123.104009925193
Strathcona,Architectural and Engineering Services,49.2761391942507,-123.079663796943
Fairview,Architectural and Engineering Services,49.2670663510306,-123.119922191805
Kitsilano,Architectural and Engineering Services,49.263426870986,-123.14790315211
Downtown,Architectural and Engineering Services,49.2758784477609,-123.118921676565
West End,Architectural and Engineering Services,49.2899484858578,-123.130300416539
Downtown,Architectural and Engineering Services,49.2837878343129,-123.109212229073
Downtown,Architectural and Engineering Services,49.2811614292308,-123.121573032359
Fairview,Architectural and Engineering Services,49.2703645736638,-123.143560228741
Strathcona,Architectural and Engineering Services,49.2844371198102,-123.091517847618
Downtown,Architectural and Engineering Services,49.2865812989245,-123.122816935146
Fairview,Architectural and Engineering Services,49.2700275085336,-123.144998637116
Marpole,Architectural and Engineering Services,49.2114901571015,-123.140028432622
Marpole,Architectural and Engineering Services,49.2056001142086,-123.146664924482
Mount Pleasant,Architectural and Engineering Services,49.2689023316463,-123.102970354734
Downtown,Architectural and Engineering Services,49.2814635430598,-123.108180167369
Fairview,Architectural and Engineering Services,49.2694691975643,-123.141975698179
Marpole,Architectural and Engineering Services,49.2039954491368,-123.133618556976
Downtown,Architectural and Engineering Services,49.2876129603256,-123.122081850721
Downtown,Architectural and Engineering Services,49.2766297368584,-123.114538756358
Mount Pleasant,Architectural and Engineering Services,49.2650405982134,-123.111372759105
Downtown,Architectural and Engineering Services,49.2857182786615,-123.118286911277
Kitsilano,Architectural and Engineering Services,49.2641707427452,-123.155865102343
Fairview,Architectural and Engineering Services,49.2575745045401,-123.123022594373
Fairview,Architectural and Engineering Services,49.2703517085001,-123.142697736108
Fairview,Architectural and Engineering Services,49.2629292228399,-123.116555459207
Downtown,Architectural and Engineering Services,49.2873631465545,-123.118872275499
Kensington-Cedar Cottage,Architectural and Engineering Services,49.2547144929303,-123.086278480293
Downtown,Architectural and Engineering Services,49.2858641494082,-123.122189505874
Downtown,Architectural and Engineering Services,49.2861823119564,-123.115890648751
Renfrew-Collingwood,Architectural and Engineering Services,49.2594799892871,-123.045088031365
Downtown,Architectural and Engineering Services,49.2860516234368,-123.11758014442
Downtown,Architectural and Engineering Services,49.2860516234368,-123.11758014442
Downtown,Architectural and Engineering Services,49.2860516234368,-123.11758014442
Downtown,Architectural and Engineering Services,49.2841998135302,-123.100011215892
Downtown,Architectural and Engineering Services,49.2774246452544,-123.119421768456
Fairview,Architectural and Engineering Services,49.2645372070901,-123.12630307531
Downtown,Architectural and Engineering Services,49.2873254172494,-123.122747455888
Mount Pleasant,Architectural and Engineering Services,49.2607391512863,-123.096796424886
Downtown,Architectural and Engineering Services,49.2876127777596,-123.119720092905
Downtown,Architectural and Engineering Services,49.2862923238722,-123.114898832202
Downtown,Architectural and Engineering Services,49.2840832173454,-123.106005896093
Downtown,Architectural and Engineering Services,49.2868820081552,-123.119617816817
Downtown,Architectural and Engineering Services,49.2840832173454,-123.106005896093
Downtown,Architectural and Engineering Services,49.2840832173454,-123.106005896093
Downtown,Architectural and Engineering Services,49.2876127777596,-123.119720092905
